phi_1,phi_2_mode,phi_2_err_m,phi_2_err_p,width_mode,width_err_m,width_err_p,peak_int_mode,peak_int_err_m,peak_int_err_p,linear_density_mode,linear_density_err_m,linear_density_err_p
7.3000000000000025,0.040584347232195075,-0.008407443281093713,0.10593522812191,0.1936837273225474,0.1750585103402195,0.21553655440550343,117.89145628010243,86.13930846710188,147.2684149910875,57.2354894267842,37.79849808552244,79.56470973194145
7.500000000000002,0.03716520368656874,-0.015055779490043287,0.10062644736243036,0.19494053290668287,0.17523954840818406,0.216356992393185,109.55085541581111,82.51832881300956,142.68718932809475,53.53130812219744,36.247034688925666,77.38305176628423
7.700000000000001,0.03206503695324306,-0.02499028306456061,0.09235466488951993,0.19604280081786718,0.17548821245461152,0.21729969190171927,105.60478676690158,78.43927769653385,139.53757986276028,51.89487099919498,34.50416089100534,76.0046618332321
7.9,0.0249495055237223,-0.03523907111569164,0.08557520736066529,0.19704242315872234,0.1759912840574811,0.21849823222382614,105.52749868738812,74.15219077868645,137.92388396541295,52.121309454386854,32.711848084100616,75.54006258139046
8.100000000000001,0.014115152389869767,-0.04761679757316359,0.07874908580717505,0.19782048163016464,0.17686656136102644,0.22020086682393153,99.93238564627536,69.05943119882585,135.65103111005465,49.55271383896804,30.616720076383388,74.87417629923102
8.300000000000002,-0.010518329043798624,-0.06211583074609861,0.07059278864079943,0.19880047146612778,0.17734634759611953,0.2216641678436225,93.96675144795559,65.36152536235292,137.14192325717985,46.82540660066605,29.05590198326544,76.20012164338031
8.500000000000002,-0.0038302673753356775,-0.07279145638324151,0.068917710246061,0.19948429682123148,0.17712616963426156,0.2221481649197263,89.45841064344734,59.851441181149625,134.44930645762753,44.73215554890825,26.57340934843983,74.8671378582329
8.700000000000001,-0.0220196709965734,-0.09411942948881094,0.05751136743283805,0.2002119010834211,0.17737916777256807,0.22333172828851378,87.9472037356437,55.81168410910972,134.2924192445533,44.13690330632838,24.81519399071393,75.17818882408947
8.9,-0.03554248145803929,-0.11958902768721469,0.04565730608521602,0.2006750962160996,0.17881164123120707,0.2260100318457864,86.50424774312148,49.63639949270468,129.23990593288508,43.513182462096026,22.24774483458461,73.21739682804724
9.100000000000001,-0.05053436453101007,-0.14452912357483808,0.03606104098216274,0.2012920870076631,0.17922979246600534,0.22729899102218357,83.24763598068839,46.1944306449861,129.3257248506507,42.003796559605796,20.753423801696407,73.68385908404174
9.300000000000002,-0.06795612853498234,-0.1665872425298237,0.030943076992392602,0.20211754074027652,0.17985268227278042,0.22904353319895418,79.79656640645271,42.51258105903181,126.82625646341612,40.42761711133104,19.165684133835448,72.81437769280171
9.500000000000002,-0.08956399145733962,-0.18966221193017152,0.0239573382519007,0.2029984172167495,0.17985699788031115,0.23007339604586713,76.86484529432089,39.04291194874608,123.99322580335621,39.11202873422342,17.601897007609274,71.5079447547013
9.700000000000001,-0.11301960162860525,-0.22093088317473053,0.010009173755992312,0.20398968330003386,0.17916676184283245,0.23026019230715977,76.40902524431309,36.35953094765038,124.58890245847749,39.06994476786909,16.329227916027563,71.90981264397459
9.9,-0.13020572523471396,-0.25019923433961166,-0.0009950033872424546,0.20504793947357505,0.1797834713449386,0.23197079644831312,72.63219210882205,31.111278045249275,115.75611979371426,37.331418761573154,14.02030779822154,67.30808094668375
10.100000000000001,-0.14873571586487838,-0.2800858218971394,-0.013173612362029012,0.20608076339692405,0.18043892121148578,0.233848198149773,69.65525945781542,27.647290343716246,114.33012732751438,35.98166890015567,12.504684234072903,67.01694852415883
10.300000000000002,-0.17046318852442022,-0.3118232158569172,-0.026341936280593115,0.20725806990442294,0.18087836669388563,0.23553784601249853,63.287940291651886,23.354023291531565,110.18718013519477,32.87928353915086,10.588593378602498,65.05515294372829
10.500000000000002,-0.19413845340243407,-0.3441340385808108,-0.03930065839628547,0.20824075037006598,0.18119661299347029,0.23715121269889786,59.492576233044524,18.942295281562686,104.09625611304205,31.054063018217644,8.60344946112918,61.8800126920173
10.700000000000001,-0.21944642383360147,-0.38377943344641463,-0.05976342691311354,0.2092936422471328,0.18200032069723493,0.23943708834104002,59.69745154764511,16.49425374447403,110.35245293505642,31.31855830047917,7.524796489695556,66.23131044288951
10.9,-0.24684642659186112,-0.42520697862019885,-0.08241239089091613,0.21077050203581973,0.1816756551640898,0.24027257229578222,56.14107865748229,12.106305980417485,105.19060861422287,29.660639934085793,5.513131043408419,63.35357106713783
11.100000000000001,-0.2779834214083606,-0.4638381818061712,-0.10181050378612139,0.2121562269380305,0.18197145757914096,0.24191783601747963,53.29109188953762,9.184863911367602,107.42870753337962,28.340031979853233,4.189536070069573,65.14456283369802
11.300000000000002,-0.30923651470533847,-0.5001790038917443,-0.11731554354386894,0.2136767911764627,0.18199990106374048,0.24322666988064584,49.55497213892129,5.986580308342202,98.58663782229355,26.542053709696713,2.731114442751114,60.10618776259363
11.500000000000002,-0.33899194741948296,-0.5389527767618032,-0.13748844422944098,0.21500314243285493,0.18423095701955197,0.24749685389213255,47.5415878005946,3.9722507066305908,94.61031125065266,25.62172844424992,1.834379520936626,58.69459200145454
11.700000000000001,-0.36835250721880425,-0.5813280443956572,-0.15878908882304418,0.2162794437922034,0.1842501055502517,0.2487589999281243,45.729704761523756,2.4550242859106217,86.06036908200535,24.79154403151227,1.1338444332155047,53.662628400135944
11.9,-0.39752276886987203,-0.6218724113098357,-0.17986715956088223,0.21755507214042125,0.18504513699037295,0.2511561293739351,41.78756331910468,1.452003556865379,83.33260438152593,22.787999164471586,0.6734964186305331,52.46246235433689
12.100000000000001,-0.42757934379056617,-0.6648101723715306,-0.19964788272899575,0.21853369917703086,0.18504512056288605,0.2526183791665114,40.41085875744282,0.7794159985716468,86.13677829559589,22.136371312406972,0.3615237955706403,54.54356278748646
12.300000000000002,-0.4579105362045218,-0.7067102119052593,-0.21606200723148744,0.21975072948597205,0.18436995611476403,0.2531315206550888,39.91617122439623,0.24971630534491368,71.75250458051383,21.987159987208358,0.11540562762927799,45.52743965117081
12.500000000000002,-0.4849543702993828,-0.7722575442641196,-0.2540874504740157,0.22106877791369606,0.18479711535048088,0.25527405946790105,41.601544647653526,0.06091240658915877,64.06454784579525,23.052965520036164,0.028215703322810155,40.99344190872829
12.700000000000001,-0.5170378084990863,-0.8082592904406696,-0.26148343210744485,0.2222895726637817,0.18585895025212587,0.25845067908848307,41.16645697600791,0.01772737722847616,63.567782844536794,22.937839830039458,0.008258818090408116,41.18173844042818
12.9,-0.5492866505401283,-0.885383309717149,-0.3040366962946967,0.2235606044884962,0.1856184306315061,0.2597545151509753,41.274318780625755,0.0045312044539179515,64.01493686276758,23.129440296883725,0.0021082625254972105,41.6806382880163
13.100000000000001,-0.5790708028779632,-0.9128037327882084,-0.293328213301583,0.22484112865802908,0.18542537469562476,0.2612899290819904,41.85952059718542,0.0009683137994426066,64.65546787356732,23.591738250166642,0.0004500649790839882,42.34653343448086
13.300000000000002,-0.6133596611546837,-0.9687016331972305,-0.30612338696527797,0.22622903552397702,0.18518065590002458,0.2627440868336234,40.36641995675877,0.00020925913218054334,68.59593053930867,22.890670412733115,9.713370894473834e-05,45.1774003796179
13.500000000000002,-0.6464433890819529,-1.0363213719194144,-0.3214778274061182,0.2279943409688608,0.18507337544450006,0.2642127270109119,40.687032266823465,2.8957459529496524e-05,70.4957063876423,23.25251938280111,1.343365956104907e-05,46.688114402157126
13.700000000000001,-0.6809124663180646,-1.0871032478504756,-0.31696550056020634,0.22942183797640717,0.18501744071108037,0.266043691066378,38.85116232284175,3.558384110819952e-06,74.8435253265154,22.34234250292335,1.6502716147017753e-06,49.911099195227315
13.9,-0.7184917035622552,-1.1675133706442151,-0.33610853445516164,0.23087341138569187,0.18910669062274282,0.2737964864860618,36.97359905501823,3.074870560261669e-07,79.05077027233935,21.397132779331745,1.4575506891856004e-07,54.253019090391724
14.100000000000001,-0.7558839041286892,-1.2181508058072572,-0.32141057119174543,0.23202730140959674,0.18466258366942534,0.2691658900345525,37.7938863898297,1.5409098786990783e-08,77.89528155235601,21.981158427201837,7.132570634428316e-09,52.55585536693259
14.300000000000002,-0.7929740474957548,-1.307198016419463,-0.3383004630957551,0.2338128239926187,0.18913195669204347,0.2774868037089955,33.69880725511732,1.20566680934238e-09,93.50369593963637,19.750258813313867,5.715867532018006e-10,65.03708179328464
14.500000000000002,-0.8338814677377366,-1.3895732653288602,-0.3459189375892422,0.235314816004465,0.18930063288457447,0.2795651795274338,34.694909324222735,3.747868480958522e-11,88.1936701251045,20.46468024323187,1.778387276223754e-11,61.80312399302055
14.700000000000001,-0.8772405014086981,-1.477723988382674,-0.3569229616950289,0.23693599062876922,0.1892800792879495,0.28155186559543915,29.963421003214744,1.7630874735477058e-12,111.57624952902846,17.795588953068158,8.365053121190857e-13,78.74447696902317
14.9,-0.9232954431492961,-1.533285827871331,-0.3296391046491555,0.23836305368347693,0.18929219276760179,0.2835626180296002,30.330402144071513,4.406592322077733e-14,108.53897603932663,18.12203827389261,2.0908626742686476e-14,77.14799287003066
15.100000000000001,-0.967035782532701,-1.5963796314669305,-0.31217361546843103,0.24008757385621793,0.18915949943240662,0.28534869557956954,29.703710816305595,1.0002884791921936e-15,104.01942379090401,17.87599914763985,4.742893328368289e-16,74.40125640181785
15.300000000000002,-1.0028867263254038,-1.6984226123313677,-0.3297562798151617,0.2416985744219004,0.18956876735335615,0.28803321282173067,29.499583009888557,2.0793555380748768e-17,101.86191182359481,17.87227754440081,9.880649046413116e-18,73.54350533413273
15.500000000000002,-1.0392036272548792,-1.782566610086323,-0.3240056254915356,0.24337053227474328,0.18890476843889248,0.2890737565325321,25.224143391849456,4.087426271109136e-19,101.98637601859231,15.387722748442998,1.935453701417565e-19,73.89937411790045
15.700000000000001,-1.072613753163051,-1.860866461687099,-0.3115033187142342,0.24452937259297863,0.18892316229487058,0.2913236200435968,25.25966204549607,7.180992612732633e-21,106.67344515395165,15.48276433794017,3.400631869473521e-21,77.8972190500861
15.9,-1.113139495709689,-1.9538314611125147,-0.3124032642731619,0.24594098088203367,0.1886353481682663,0.2930554259024806,21.490682052145182,1.2966714045998843e-22,113.00178775653306,13.248631903367244,6.13116417794597e-23,83.00896812794574
16.1,-1.1464495340522212,-2.0454869406884995,-0.3087418129753939,0.24750728342493242,0.1889186614535685,0.2956371132638527,22.707052401995043,1.564825405481521e-24,107.22379349091538,14.08765410612817,7.410212843688474e-25,79.45844383542523
16.3,-1.191613319540197,-2.1372553325021357,-0.3010561486202412,0.24930983997315873,0.18922892985810807,0.2983243669005396,19.486097554464223,2.3339933907348377e-26,121.4990751802572,12.17739031851032,1.107075116681627e-26,90.85558604036375
16.5,-1.2315483990117517,-2.221878267137976,-0.2855220912416634,0.2502748591225564,0.18942728021507557,0.3008698047325919,21.07269222418757,2.8273497452149057e-28,128.39561741979216,13.219869983283411,1.3424928837172283e-28,96.83196351798541
16.700000000000003,-1.2786439981061726,-2.3210039861546914,-0.28383355066395694,0.25183648249967266,0.18884861288610325,0.3023975766266287,17.451957386187324,3.4441330456451586e-30,152.5250091470587,11.01673043140256,1.6303605313801242e-30,115.6137000435597
16.900000000000002,-1.3282307897323697,-2.412742037074095,-0.2740852412865854,0.2533910079599788,0.18826807279694738,0.3036232960216099,18.707167841254243,3.275838004872641e-32,171.8290175873267,11.881989822192057,1.5459271635781084e-32,130.77403733573271
